"Count","Name","Price","I purchased this phone and didn't work","Review","Quantity","Brand","Brand_Number"
"1774","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","I bought this phone originally for myself and the phone itself it great but it didn't come with a new SIM card so I had to buy a kit. That was my only qualm with this phone. The color is cute and the size is perfect; I love the new chargers, I got this phone after having an iPhone 4 and the charger was always breaking on me so this was a nice change. As paranoid as I am about dropping iPhones ( since I had a iPhone 4) I did drop this a few times before I could get a case and was pleasantly surprised that the screen held up! One thing I dislike about Apple products is the headphones, they are way too big for my ears and don't have good connectivity so I never use them and I feel as if they're going to waste! I did pass this phone onto my mother for an upgrade but I was also surprised when my mother ( a 50 year old non- tech savvy woman) came to me and told me she loved it as well! She found some of the apps to be too much but after she got the hang of how everything worked she really enjoyed it. She very much loves to use the FaceTime option.","441","Apple","3"
"1775","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","Came in great condition. No SIM included and the information booklet was missing, as well as a few dints. However this was as expected so overall I am stoked!","441","Apple","3"
"1776","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","The phone that I got doesnt work!","441","Apple","3"
"1777","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Exactly as pictured, Great Price, and of course a great product!","441","Apple","3"
"1778","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","3","The case was more beat up than expected. We had to remove the screen and unplug and re-plug the 3 screen connections several times to get it to respond consistently, but other than that it's an iPhone and seems to work; now the screen is failing more often and it is past the 30 day warranty, we will likely need to replace it or the phone. Big bummer","441","Apple","3"
"1779","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Product works well so far No problems. Battery life seems to go somewhat fast but in on my phone a lot. So far it's good","441","Apple","3"
"1780","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great product ! Got in two days !","441","Apple","3"
"1781","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Phone was in the condition described. Works great, no issues at all.","441","Apple","3"
"1782","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone. No problems with the phone. In great condition.It was nice doing business with you. Well worth what I paid","441","Apple","3"
"1783","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","3","This is fine but they should put in the description that there's no sim card .-.","441","Apple","3"
"1784","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Buttons were broken in less than a month","441","Apple","3"
"1785","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","It was exactly as seller described and works beautifully ! Could not be more leased with it , and a good price.","441","Apple","3"
"1786","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","i ordered a white iPhone and got a blue one... so I think that's a little unprofessional but other then that i like it.","441","Apple","3"
"1787","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","If I talk on the phone for more than 10 minutes it dies then sometimes it dies even if I'm not using it..sometimes it can have 95% and it will die...The only reason why I haven't sent it back yet is due to the fact that my job requires me to have a phone so going even two days without it will disturb my job...so all day it stays on the charger even if I'm at work if I'm sleeping when I'm in the car if I talk more than two minutes it has to be on the charge so it won't die...physically the phone it looks great as described no broken screen no cracks is just the battery....then when I emailed I was told it can take four weeks or longer to get a refund","441","Apple","3"
"1788","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","I purchased this phone from cellcow through Amazon. The phone was a piece of junk. It acts possessed, randomly switching screens and typing without my even touching it. Save your money!","441","Apple","3"
"1789","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","The phone came quicker than expected and it was in flawless condition. I am so pleased!","441","Apple","3"
"1790","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great doing business with this seller super good deal quality products thank you","441","Apple","3"
"1791","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I bought this for my wife for her birthday and she loves it hasn't had any problems with the phone","441","Apple","3"
"1792","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Product arrived quickly, as described. Defective charging cable replaced immediately when contacted.","441","Apple","3"
"1793","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","This may seem really ridiculous but I ordered this last week and got it Saturday. Before I got it activated the other night the screen was messing up on me. I was having a lot of fun trying to put in my WiFi information. Anyway, I got it activated last night and everything was working fine. But now it's back to the way it was before it was activated. The screen was acting like it was possessed or a chipmunk on rd caffeine. It kept going to comments or my messages or previous pages on the Facebook app and it even did it on the Safari app when I decided to just use Facebook on that. Still acted up. I was really looking forward to trying out Apple but I'm really disappointed. Even with that 9.0.2 update or whatever it is, it's still doing it. The phone itself is great but that touchscreen thing, REALLY needs to be fixed. As well as on their future models. The only other positive thing I can say is that it finally showed my music than my previous phone did (not an iPhone). It would show less than half of it even though it was all right on the micro SD card I had in it.I will try Apple again someday when it gets better hopefully. If not, it's either just not meant for me, I got a lemon, or I should just curse the fact that I have big fingers. Lol.","441","Apple","3"
"1794","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","I bought this for my daughters birthday gift. I am having to send it back the day after her birthday. The screen backlight is jacked up. The touch screen does not work. I cannot even slide to unlock the phone because the screen won't work. Totally pissed and disappointed this is total bulls*** that i paid almost $200 just to have to return it and not to mention the sadness of my child that I am returning her birthday gift, and now have to wait to send this one back..... get credit...... order another...... wait for it to come in.....Waste of time and money.","441","Apple","3"
"1795","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I love this iPhone! The color is distinctive and it's easy to use. Everything I need right at my fingertips.","441","Apple","3"
"1796","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","3","The product was in good condition, definitely what I needed, but it did not come in the original box as stated and neither did it come with the head phones but all that can be over looked since the phone was my main focus of the purchase.","441","Apple","3"
"1797","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","I was delivered a 16GB rather than the purchased 32GB iphone.","441","Apple","3"
"1798","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Phone had severe hardware problems","441","Apple","3"
"1799","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","The iphone 5c i got was in very good condition. And was unlocked and it works perfectly fine","441","Apple","3"
"1800","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","This phone came on time and as it was described.","441","Apple","3"
"1801","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","The phone works great. It has minor scratches as it was used, but works fine. The battery life is short lived and needs charging daily, but overall it's good. My only major problem is that the charger that came with the phone doesn't work. I've asked them to replace it and they did for free, but the second one still doesn't work. Luckily I have my old charger that I've been using.","441","Apple","3"
"1802","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","It is a good phone","441","Apple","3"
"1803","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Received as advertised: Verizon Wireless Apple iPhone 5c. Took it to the Verizon store and had them insert a SIM card and it works great. No complaints.","441","Apple","3"
"1804","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Works perfectly! Would purchase again from this vendor!!","441","Apple","3"
"1805","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","awesome","441","Apple","3"
"1806","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","The phone types by itself and freezes.","441","Apple","3"
"1807","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Fast Shipping! Phone Looks Just As Promised.","441","Apple","3"
"1808","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I got a great product that came exactly as the description said. 100% satisfied","441","Apple","3"
"1809","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Received phone on time and it was ready to be connected to Verizon.UPDATED: 4 months after I got the phone the screen stopped working. No touch screen. It was obvious when I recieved it that the screen had been replaced, I'm guessing it was cheaply done. Do not recommend.","441","Apple","3"
"1810","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","While the packaging was in tact, the phone itself was internally damaged and completely nonfunctional. It refused to even power up and got stuck on the Apple logo screen. I tried several different ways of resolving the problem myself over the course of several hours and nothing worked. After contacting Apple, I was told that we had exhausted all the options and that there was a hardware problem with the phone. Never even got it turned on. Very disappointing- I had very high hopes. I would have ordered a replacement, but I didn't want to test my luck again.","441","Apple","3"
"1811","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I wrote the review for this phone on the place for the green silicone case. This is my second Iphone 5. It is more phone than I will ever need.","441","Apple","3"
"1812","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","I have bought before this one had a few small issues such as the ""P"" button not working when upright, but It is still worth the cost to me and beats the heck out of ATT.","441","Apple","3"
"1813","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone everything works well great seller","441","Apple","3"
"1814","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Nice phone","441","Apple","3"
"1815","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Very pleased with the phone, condition, and price.","441","Apple","3"
"1816","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","What I expected","441","Apple","3"
"1817","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Advertised as New, but was not! The speaker does not work. Therefore Siri does not work. Not sure if anything doesn't work yet.","441","Apple","3"
"1818","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Phone came on time. The phone was exactly as described in post. I am extremely happy with my choice of buying the iPhone 5c.","441","Apple","3"
"1819","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I purchased this phone after not reading thoroughly, from another vendor and ended up with an unlocked iPhone incompatible with my carrier/ provider. Although disappointing, it was totally my fault. Luckily, I was able to return that phone and purchase this one. It is very important to educate yourself and read all of the product description before purchasing something like this. Although The previous vendor I worked with was fantastic with the return and refund process, I could've save myself the hassle if I just paid attention. Moving on, this phone is fantastic. It is completely functional, and works better than a previous iPhone I had purchased brand-new. If you are buying this iPhone and have not previously owned an iPhone, you will need to purchase a Sim card to activate this phone. You can get them for a small charge at your local Carrier/Provider/Apple store, or you can just order one here and save yourself the hassle. Again make sure the Sim card is appropriate to your carrier/ provider.I see some top rated reviews here indicating not to trust the seller. I have to say that the seller was absolutely phenomenal, everything arrived in tiptop condition and in all original packaging, with Apple certified charger and earbuds. I really couldn't be happier with the purchase. Just remember, be specific about your carrier. Also remember, unlocked does not mean compatible with server. Any refurbished iPhone you purchase will be unlocked, but if you have a Verizon carrier get a Verizon compatible phone, same with AT&T, Sprint, or whatever the case may be. The same goes with the Sim card, make sure it is compatible with your carrier. I cannot emphasize this enough.","441","Apple","3"
"1820","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","5 star's","441","Apple","3"
"1821","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","The apple Iphone 5c in blue, has been my go to phone for the past year. I absolutely love the lightweight feel, and the ease of carry.However without a case this phone is very easily broken. I am a major clutz and have dropped my phone on the daily since I received it, but as it's been in the case during those drops it has sustained only one major screen shatter- when it dropped out of my pocket from two stories above ground.If you are familiar with apple, and want a reliable phone that is an older model, this is the way to go. Also according to my seventeen year old brother, it is a great starting phone.I'd Highly recommend.","441","Apple","3"
"1822","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","there was a scratch on the screen, but it's little and in the corner; otherwise I love this phone and it worked for Verizon.","441","Apple","3"
"1823","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","There have been a few quirks now and again but a solid tool, especially for those of us who are curious about a lot of things and need to be looking things up.","441","Apple","3"
"1824","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","It's been @ least 2 months since I've had my new iPhone! When I say this phone that I'm doing this review on, is soooooo amazing!!! It's get 5 starts in all areas I can think about! The phone came in a timetable manner and the seller was VERY nice, she was amazing with giving me information on where my package was and etc.! Not only that but the phone came very clean and absolutely NO cracks or even scratches. It looked brand new and the speed on the phone is outstanding, battery life lasts all day I would find myself charging my phone only twice a day if I was on it from morning to before I went to bed. Now the phone came with JUST the phone no charger or headphones but that was no problem for me. I brought a charger the same day and I already had a pair of headphones from a friend with an IPhone! But overall if your having second thought you shouldn't because this was the best order I've had in years!! Thanks and much love 💕😊","441","Apple","3"
"1825","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Arrived quickly and as advertised!","441","Apple","3"
"1826","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","iphone came in original Apple packaging and in only two days with standard shipping. Works with Verizon just like the ad says. New condition, no scuffs or anything. Thanks!","441","Apple","3"
"1827","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","works fine.","441","Apple","3"
"1828","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Received garbage its defeated phones","441","Apple","3"
"1829","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great product!!","441","Apple","3"
"1830","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Everything went as planned","441","Apple","3"
"1831","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Just the thing for a fella who needs something durable, relatively simple and affordable.","441","Apple","3"
"1832","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Excellent","441","Apple","3"
"1833","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Bought it a year ago still very impressed!!","441","Apple","3"
"1834","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","3","These things are extremely brittle. If you were to purchase one I would highly suggest investing in a heavy duty case. I literally have gone through 4 in the last year and I treat it very carefully.Otherwise a nice piece of technology.","441","Apple","3"
"1835","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I've had it for about a month. I had no problems activating it with Verizon and it works like a new phone!","441","Apple","3"
"1836","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","The iPhone 5c I received is great. The charger and USB cable that came with it have issues. By trial and error I determined the charger barely works. The USB cable has a very small break in it at the edge where it connects with the phone port. It's a disappointment that I have to replace these items immediately.","441","Apple","3"
"1837","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","According to the local Verizon Wireless branch, the Apple iPhone 5c that I ordered and received was not compatible with Verizon as the description indicated.As a result of the incompatibility, I had to cancel my Verizon wireless contract and pay the contract fee. I purchased the Walmart SIM card kit and their TMobile plan.All in all the phone works great. The compatibility issue was painful and costly to resolve.","441","Apple","3"
"1838","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","This phone was NOT compatible with the Verizon network. I had to get a new phone and pay just as much for it. TERRIBLE marketing, don't believe it when it says it is verizon compatible.","441","Apple","3"
"1839","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone till motherboard fried.","441","Apple","3"
"1840","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","So far so good it worKS","441","Apple","3"
"1841","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone!","441","Apple","3"
"1842","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Works great","441","Apple","3"
"1843","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone and great service! Thank you! Had a faulty charging cable and got it replaced with extras right away! Could not be better....","441","Apple","3"
"1844","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","3","This phone is stuck in the year 1970 and when I try to change the year it just keeps skipping over all of them.. and then the screen wouldn't work when I plugged it in with the charger.. really hope this can be a quick fix otherwise I'll be very disappointed...waste of my money I guess.","441","Apple","3"
"1845","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great product","441","Apple","3"
"1846","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Fast shipping. Great buy.","441","Apple","3"
"1847","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","IPhone was in great condition! Better than described and over 100.00 less than most sellers. Couldn't have asked for a better deal!","441","Apple","3"
"1848","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Does not charge or turn on.","441","Apple","3"
"1849","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Perfect condition. Barely looks touched. No scrapes, scratches or Knicks. It came completely cleaned out and ready for me to use. Charges super fast. No technical issues","441","Apple","3"
"1850","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great","441","Apple","3"
"1851","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","Didnt work with my Verizon account","441","Apple","3"
"1852","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","No... The phone is already messing up and I need the code to send it back and have it replaced with another one. Not happy at all!!!!","441","Apple","3"
"1853","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Picked this phone up and was pleasantly surprised, it arrived in original iPhone packaging, all accessories included and not a scratch. I'd swear this phone was brand new perfect in every way including operation. Brought it to Verizon where they installed a new SIM card and activated the phone with contacts from an older flip model. Total time in store was about 15 minutes without a single issue. Logs on to our home network and receives a great signal and clear voice. All apps work flawlessly, not a single complaint, very pleased, highly recommended.","441","Apple","3"
"1854","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","Phone works but didn't include SIM card and the speaker is barely loud enough to hear. I have to use speaker phone for any conversation!","441","Apple","3"
"1855","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phone replacement for our other phone. Shipped fast and for a used phone, it works perfectly and there weren't as many defects on the phone as described. It was better.","441","Apple","3"
"1856","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Update: I am not blaming the vendor, but I did purchase an internally damaged phone from Cellular Trendz.Over a year ago I bought a white iPhone 5c on here from ""WeSellCellular"" and the phone was great and at a great price. I needed another cheap 5c so I got a green one from Cellular Trendz. Everything was fine except the battery life lasted a few hours even without me touching the phone. I am tech savvy and I've done numerous iPhone repairs myself so I bought a reputable battery here on Amazon. I opened the phone and I noticed one of the water damage indicators was red. Red= water damaged, white = never been exposed to water. I checked the other internal water damage indicator and it was also red. One of the screws that holds the battery connector in place was missing, but, it gets worse. There are RICE GRAINS inside the phone!! Not one or two random unidentifiable crumbs but multiple rice grains lodged in crevices of the phone. This leads me to believe someone water damaged the phone, removed the battery, and stuck it in rice.Good for a backup phone or someone who really wants an iPhone while on a budget. However, with the latest iOS 9 update this phone is slower than ever! Try and get one with iOS 8.4 or prior, but for long-term use I would go for a newer model.","441","Apple","3"
"1857","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","Delivery was great, but the phone didn't make it to the new year. Completely blacked out screen with no previous damage done. Bout to head to dinner and no screen, no way to call out, text nothing. Owned the phone apx 4months...","441","Apple","3"
"1858","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","My son loving his phone thanks you guys","441","Apple","3"
"1859","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Honestly freaked me out a little because it did not come with a sim card but I should'nt have expected that anyways. The seller gave nice institutions on what to do about getting a sim card and activating the phone. My phone is now activated and i am very happy!","441","Apple","3"
"1860","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","it works as a phone","441","Apple","3"
"1861","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Thanks! Bought for a friend. She loves it.","441","Apple","3"
"1862","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","The condition of the phone was good and had no problem with it but my husband lost it the day after he got the phone lmao 😩😩😩","441","Apple","3"
"1863","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","Like my new little iPhone. Apple said the program was bad why I cannot log into iTunes account an get apps.","441","Apple","3"
"1864","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Ordered this as a replacement for my son's phone that he broke. Had some issues getting it set up, but it wasn't the phone's fault, we just needed a new sim card. Once we went the store and got the card, it worked perfectly. We're both thrilled with it. Me, as I didn't have to spend full price on a replacement phone, and his cuz he can Face Time his friends again.","441","Apple","3"
"1865","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Super fast shipping. Seems to work great so far. Thank you.","441","Apple","3"
"1866","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","came in on time seems to be working fine so far","441","Apple","3"
"1867","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Wifi on device died within three months of purchase.","441","Apple","3"
"1868","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Bought this phone a couple of weeks ago and the phone will not hold a charge. Have to take it to an Apple store to have it repaired. Very unhappy about this.","441","Apple","3"
"1869","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Received a great looking and working used phone. No scratches. Check the specific sellers reviews first.","441","Apple","3"
"1870","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","GREAT","441","Apple","3"
"1871","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","4","I bought this for my mother to replace the iPhone 4 she had been toting around for years. This review is a reflection of how she feels about the phone. She does love the bigger screen and the fact that it moves faster overall- but the battery does die way quicker than the 4's did. Even after I did lots of energy-saving settings modifications, it still dies to quickly for her liking.","441","Apple","3"
"1872","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","My son is disatisfied with his phone. It does not consistently work. He isn't able to text or answer calls part of the time. Not sure if it just needs a new screen.","441","Apple","3"
"1873","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","good phone unlocked","441","Apple","3"
"1874","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Purchased from Bobcat Wireless and received a great Refurbished phone. Came in generic packaging, but had an Apple charger. Setup was tricky at Verizon but the dude got it done. This phone is basically an iphone 5 in Color...which is what the C stands for. It does not have Fingerprint Sensor or some of the added camera specs of the 5s, but for normal, daytime pix, this phone is great. The exterior is a tough plastic exterior around aluminum. The size is nice. If you are like me and can't stand the thought of holding a tablet to your ear, you will like the size and feel of this phone. The color is great. I bought this for my son, but honestly, I had a hard time handing it over. The green phone is a tad lighter than standard Minecraft green. Fellow geeks will understand. I went with 32GB. I don't recommend going with anything less unless you have the restraint to use only a handful of apps. I wish this phone had offered the 64GB option. This phone is fast. It moves seamlessly from songs to apps, etc. Apparently you have to set Siri up on this phone. I'll deal with that another day. But, very satisfied with this seller and phone. The phone did work with Verizon, although unlocked. And, the iCloud and iTunes information from the previous owner was completely deleted.","441","Apple","3"
"1875","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Great phones, great price. what more can I say","441","Apple","3"
"1876","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Very thankful for these fine sellers. Needed a new-to-me phone for cheap. Phone works well---no complaints here!","441","Apple","3"
"1877","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Phone with many issue. For one thing, not all the letters work when texting. Randomly switches screens. I'm not a high tech person and tried to live with it...ended up being so frustrated I turned it off and filed claim. However claim was a few days past 30 day guarantee and GizmoTraders wouldn't exchange it. SHAME ON AMAZON TOO because they advertised 90 day A to Z guarantee on this product which of course led me to believe they would guarantee a good resolution for problems of defective merchandise but that was not the case! They said said claim filed after 30 days...OUT OF LUCK and see our fine print!","441","Apple","3"
"1878","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","This phone was labeled to be in ""good condition"" instead of excellent or like new- it seemed brand new! No scratches or anything. Very pleased with this purchase.","441","Apple","3"
"1879","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Phone I received was registered on the Sprint Network, Sent Back.","441","Apple","3"
"1880","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","love didn't come with sim card though","441","Apple","3"
"1881","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","It was not the product that was advertised!!","441","Apple","3"
"1882","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","iPhone was advertised as ""it still looks very much like brand new"" and it was! It looked great and worked great. Came without a Verizon sim, but I took it to the Verizon store and they gave me a new sim and got this phone on their network, replacing my older 4S with no problem. Kudos to Verizon, but many thanks to alexis for getting me just what I wanted. Shipment was on time too!","441","Apple","3"
"1883","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","It was great. Sucks that it didn't come with a charger though.","441","Apple","3"
"1884","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","I purchased the phone from ""WeSellCellular"" listed in Good condition. I am more than pleased!! It is for my sister who breaks her phones like crazy. I did not want to spend a lot of money and this seemed like a great price for 32GB! It is from Verizon but it's factory unlocked- worked great with a T-Mobile SIM card and a Cricket SIM card (both got LTE).It got here in only 3 days or so (ordered Sunday night arrived Wednesday). The condition is much better than I imagined! Personally, I would list this phone as Excellent or mint. It's perfect except for one tiny scratch near the power button.The screen is in PERFECT condition with no scratches. I put a TechArmor glass screen protector on it and also an Otterbox Commuter.It came with a charger and sync cable which work as they should.The phone came with iOS 8.1.1 which was perfect for jailbreaking.Clean IMEI, no iCloud lock.","441","Apple","3"
"1885","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Daughter loves it the blue is very pretty","441","Apple","3"
"1886","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","1","Phone was glitchy, screen becomes unresponsive in the middle and you can only touch the top and bottom of it until you turn it off and turn it back on. Happens at least 20x a day if you open your phone 30x","441","Apple","3"
"1887","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","very happy with new phone fair price excellent condition","441","Apple","3"
"1888","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","The phone arrived promptly as it was a Christmas present. However, the screen began to lift two days after Christmas and the phone froze up. Returned the item on January 6, 2015 and waiting patiently for a return.","441","Apple","3"
"1889","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","Was a gift for my husband and he loves it. Replaced a first gen droid so there was no place to go but up.The phone came in a plain white box with charging cable. It looked brand new and unused.So far it has performed as a new phone with no troubles whatsoever.","441","Apple","3"
"1890","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","5","5 plums out of 5","441","Apple","3"
"1891","Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green","33","2","worked a whole 3 days. Power button was faulty.","441","Apple","3"
